claim,company,chunk,label
Argentina could make a strategic exporter of uranium if Blue Sky moved into production.,Blue Sky,"One metals company, Power Metal Resources, explained in a recent market update why the industry had been active recently. It said, “The overwhelming uncertainty and unstable conditions during the financial year provided exactly the backdrop needed for a high-quality portfolio of exploration interests to be gathered at modest cost and advanced, which is precisely what Power Metal has been able to achieve.” Another, Aura Energy, said last year it would “continue to transition from a uranium explorer to uranium producer, to capitalise on the rapidly growing demand for nuclear power as the world continues to shift towards a decarbonised energy system”. The rise in interest in nuclear and the need to secure resources have also caused pushback to be exerted on political stances against extracting uranium. For example, a 2018 ban on exploration, mining and processing of uranium in Sweden, is under pressure after the new centre-right coalition government won support in November for a motion to revert to the pre-2018 wording of the Environmental Code and Minerals Act. That change has reportedly been supported by Ebba Busch, Minister of Energy and Enterprise, although no policy change is yet in process. A wish to secure domestic supplies for operating reactors obviously drives exploration. Argentina is the largest generator of electricity from nuclear energy in South America, but it has no domestic uranium production. Canadian company Blue Sky carried out exploration work between 2007 and 2012 that led to the discovery of a uranium district in Rio Negro Province. Blue Sky’s parent, Grosso Group, which has operated in Argentina for decades, now owns the project, Amarillo Grande. Blue Sky hopes that if it moved into production it would have a guaranteed domestic customer, while a large-scale operation could make Argentina a strategic exporter of uranium. Who are the other companies who have taken on the need to find ‘power metals’, including uranium?",SUPPORT
Finnish nuclear start-up Steady Energy will start construction of its first SMR pilot plant in Finland next year,Steady Energy Ltd,"The pilot will serve as a full-scale, operational model of the Finnish-designed SMR unit. (Credit: Steady Energy Ltd) Finnish nuclear start-up Steady Energy is set to start construction of its first small modular nuclear (SMR) pilot plant in Finland next year. Potential sites include the Finnish capital Helsinki and two other cities. CEO Tommi Nyman emphasizes the project’s pivotal role in achieving Finland’s carbon-neutral goals. The construction of the first operational plant is projected to begin by 2028, with the first unit expected to be operational by 2030. Finnish technology company Steady Energy will commence construction of Finland’s first small modular nuclear (SMR) pilot plant in Finland next year a pilot small nuclear plant next year, the first of its kind in Finland and one of the only few globally. The pilot will serve as a full-scale, operational model of the Finnish-designed SMR unit. Unlike the actual power plant, the pilot unit will use an electric element to produce heat inside the reactor capsule instead of nuclear fuel. The main purpose is to test operational features and to establish the necessary supply chains with various manufacturers to construct actual plants. Steady Energy has previously signed letters of intent for the delivery of up to 15 reactors with Helsinki’s local utility Helen and Kuopio Energy in Eastern Finland. The construction of the first operational plant could begin as early as 2028, with the first unit operational by 2030. “Finland is taking significant strides towards a carbon-neutral future. Our emission targets are transitioning from mere plans to practical actions. These actions will also soon result in cleaner air in our cities”, says Tommi Nyman, CEO of Steady Energy.",SUPPORT
The existing multilateral banks are currently not providing any material support for the nuclear sector.,,"IBNI will be capitalised, governed and operated using models similar to those that have been proven mission successful by the world’s major global multilateral banks, which have been in existence for many decades. Those models include the World Bank Group (WBG); European Bank for Reconstruction and Development (EBRD); and Asian Development Bank (ADB). In other words, the IBNI will have an estimated 30+ sovereign governmental member shareholders, each with aligned views on nuclear energy and other global policy objectives. Whereas those existing ‘multilateral development banks’ like the WBG, EBRD and ADB are generally focused on missions such as economic development and poverty eradication (and generally, within defined geographies, developmental and/or income strata), IBNI – as a specialised ‘global nuclear infrastructure bank’ – will have a global mandate to finance and support nuclear sector projects, programmes and industries in all its member countries (not limited to geography, developmental status or income level). The existing multilateral banks are currently not providing any material support for the nuclear sector. While the change in longstanding policies of these institutions toward nuclear is highly encouraged and would be complimentary (not competitive), these institutions are ill-equipped to be seen as a substitute for IBNI’s proposed role as the global nuclear financing institution.",SUPPORT
ENEC signed agreements with SMR developers during COP28,ENEC,"ENEC said it is at the forefront of the UAE’s ambitious decarbonisation efforts, particularly in addressing the challenges of hard-to-abate industries. “Central to these efforts is the deployment of advanced nuclear technologies, including the revolutionary SMRs and microreactors, under the ENEC ADVANCE Programme.…The move towards these innovative nuclear technologies represents a significant stride in the UAE’s commitment to achieving Net Zero by 2050, aligning with global environmental objectives while maintaining sustainable economic growth.” ENEC signed a raft of agreements with SMR developers during the recent UN climate conference, COP28, in Dubai. Also at COP28, EPRI announced the launch of a new two-year project, SMARTargetsTM, that will develop a new methodology for setting greenhouse gas emission targets at the company-level. The SMARTargets initiative “will include a cross-sector stakeholder coalition with finance, non-governmental, and climate disclosure organisations providing input, EPRI noted.",SUPPORT
Rosatom will supply nuclear fuel throughout the lifecycle of the plant,Rosatom,"Rosatom has received permission from the Egyptian Nuclear & Radiological Regulatory Authority (ENRRA) to build unit 3 of the El Dabaa NPP. The decision was made at a meeting headed by Board Chairman Samy Shaaban after ENRRA experts confirmed the safety of unit 3 following a comprehensive inspection. Egypt’s Nuclear Power Plant Authority ""has fulfilled all the regulatory requirements of the regulator, reached the highest standards of nuclear safety and ensured full readiness to begin construction of the third unit of nuclear power plants"", ENRRA said. First concrete for unit 3 is expected to be poured ""in the second quarter of this year"". The El Dabaa NPP will comprise four units with generation III+ VVER-1200 pressurised water reactors. The NPP is being constructed in accordance with and contracts that entered into force in 2017. The $30bn project is mainly financed through a $25bn Russian loan. Rosatom will supply nuclear fuel throughout the lifecycle of the plant, arrange for the training of the Egyptian personnel, and assist in the operation and maintenance of the plant for the first 10 years. The reference plant for El Dabaa is the Leningrad-II NPP. Construction of unit 1 began in July 2022, and work on unit 2 began in November 2022. Construction of all four units is planned for completion by 2028-2029 and Egypt expects that the NPP will reach full capacity by 2030.",SUPPORT
Rosatom is ready to offer Uzbekistan options for low-power NPPs.,Rosatom,"Rosatom and Uzbekistan nuclear utility Uzatom are working on a contract for the construction of a nuclear power plant in Uzbekistan. Rosatom is also ready to offer Uzbekistan options for low-power NPPs. “Rosatom and the Uzatom agency are working on a draft general contract for the construction of nuclear power plants; this is an extensive and multifunctional work, Russian Deputy Prime Minister and Head of the Ministry of Industry & Trade Denis Manturov said on the sidelines of the international exhibition, Innoprom – Central Asia. “At the same time, Rosatom is ready to offer additional proposals to Uzbekistan, including for low-power nuclear power plants.” According to Manturov, a site for the construction of the station has already been chosen – near Tuzkan Lake in Jizzakh region. Engineering surveys at this site have been completed, and its suitability for the construction of a nuclear plant has been confirmed. In addition, the optimal technical configuration of the project was determined. “Currently, together with the Uzbek customer and international experts, technical issues are being considered on the integration of the nuclear power plant into the energy system, joint work with renewable energy sources, reducing water consumption for operating the station, as well as maximum electricity generation taking into account the climatic conditions of the site,” Manturov added. ",SUPPORT
The implementation of inherently safe Integral Pressurized Water Reactor (iPWR) SMR is highly recommended due to its ability to contain emergencies within the site boundaries.,,"Managing a nuclear emergency in Singapore poses numerous challenges. Limited land space area makes it challenging to find a suitable evacuation site, while the high population density makes it difficult to safeguard the population. Limited resources and logistic issues, including a shortage of medical and emergency specialists and professionals, equipment, space, infrastructure, and supplies, further complicate responding to a nuclear emergency. Coordination and collaboration with local and neighbouring nations also present challenges, the different objectives and priorities of each party can lead to delays in establishing a unified approach, making the decision-making process difficult. Therefore, further research is necessary to address these challenges and develop effective strategies for managing a nuclear emergency in Singapore. The Singapore government is recommended to establish legal requirements related to nuclear safety, operations, and emergencies, and drive international nuclear research collaborations to exchange knowledge and experience in the nuclear safety field and gain access to nuclear facilities. The government should also nurture a nuclear workforce to meet future demands of the sector through a competency progression model and engage the public on nuclear energy through awareness campaigns, seek their feedback for better collaborations, and understanding for future sustainability of energy management. Next steps for nuclear Singapore To prepare for a full-fledged nuclear facility by 2050, this study recommends a pilot project to retrofit an SMR into an existing power station. The implementation of inherently safe Integral Pressurized Water Reactor (iPWR) SMR is highly recommended due to its ability to contain emergencies within the site boundaries, putting large-scale emergency evacuation concerns to rest.",SUPPORT
Thorizon has signed a cooperation agreement with France’s EDF R&D to advance the Thorizon One molten salt reactor design,Thorizon,"Netherlands-based start-up Thorizon has signed a cooperation agreement with France’s EDF R&D to advance the Thorizon One molten salt reactor design. Thorizon, which was spun out of NRG, which operates the High Flux Reactor in Petten, is developing a molten salt reactor (MSR), targeted at large industrial customers and utilities. Thorizon aims to construct a pilot reactor system before 2035. The Thorizon One will provide 250MWt of industrial heat, which can be directly used in industrial processes for the chemical industry or hydrogen production. Alternatively, it can produce 100MWe to provide electricity for 250.000 households. The molten salt fuel adopted by Thorizon uses a combination of long-lived elements from reprocessed used fuel and thorium. The reactor will be able to recycle long-lived waste from existing nuclear facilities. The core is composed of a set of cartridges that is replaced every 5-10 years. Thorizon says this offers additional advantages in terms of safety, time to market and costs. According to Thorizon, the reactor only generates energy when salt is circulated through the cartridges. If the pump stops, the reactor shuts down, making the design “walk-away” safe. The cartridge design enables the use of existing and proven materials and components, minimising development and licensing timelines. Cartridges are efficiently produced in series off-site. They contain all primary systems, together with low-pressure operations, which results in a lean reactor building.",SUPPORT
"KHNP had gained competence in the design, production, and construction of NPPs in order to finally develop its own, independent technology.",,"Earlier, competition between Westinghouse and KHNP for the main contract had become contentious. KHNP had reportedly offered to build six APR1400 reactors with a capacity of 8.4GWe for $26.7 billion. The Westinghouse offer was $31.3 billion for six AP1000 reactors with a total capacity of 6.7GWe, while EDF’s bid for its EPR technology was for $33-48.5 billion for four to six reactors. Polish media reported that KHNP had also proposed post-construction technology transfer to Poland and media speculation was that the contract would go to KHNP. This prompted Westinghouse on 21 October to file a lawsuit against KHNP and Korea Electric Power Corp (KEPCO) in a US federal court to block them from selling reactors to Poland. Westinghouse said KHNP’s reactor design included intellectual property licensed by Westinghouse and required permission from Westinghouse before being transferred to Poland or any other countries considering deploying the APR1400 reactor. However, KHNP said it had gained competence in the design, production and construction of NPPs in order to finally develop its own, independent technology. ""Korean nuclear technology is independent of Westinghouse technology and can be exported without restrictions and without the consent of the US,"" it noted. The decision to choose Westinghouse for the main contract is generally seen by Polish media as a political decision affirming Poland’s increasingly close ties to Washington. ""US partnership on this project is advantageous for us all: we can address the climate crisis, strengthen European energy security, and deepen the US-Poland strategic relationship,"" US Vice President Kamala Harris said in a tweet.",SUPPORT
"Linglong One's start-up date is not May 2025, but rather it will be delayed until June 2026.",,"CNNC began development of the Linglong One in 2010, and it was the first SMR project to pass an independent safety assessment by International Atomic Energy Agency experts in 2016. Its integrated pressurised water reactor (PWR) design was completed in 2014 and it was identified as a key project in China’s 12th Five-Year Plan. The design, which has 57 fuel assemblies and integral steam generators, was developed from the larger ACP1000 PWR. It incorporates passive safety features and could be installed underground. China’s state council approved the ACP100 Science & Technology Demonstration Project in 2021 and first concrete was poured in July that year. The lower section of the containment shell of was hoisted into place on in February 2022 and the last tank of concrete for the nuclear island’s underground retaining walls was poured the following August. The project is owned by CNNC Hainan Nuclear Power Company, a subsidiary of China National Nuclear Power (CNNP – itself a subsidiary of CNNC). The projected start-up date is May 2025. Once completed, the project will produce enough power to meet the needs of 526,000 households, CNNC said. There are already two operating CNP600 power units at the Changjiang site, and construction of the two Hualong One power units began in March and December 2021 for operation by the end of 2026. Image: The dome being hoisted into place at Linglong One (courtesy of CNNC)",CONTRADICT
A secure off-site power supply from the grid is not essential for ensuring nuclear safety.,,"External power has been restored to Ukraine’s Zaporizhzhia Nuclear Power Plant (ZNPP), a few hours after its connection to the grid was cut for a second time in less than a week, Director General Rafael Mariano Grossi of the International Atomic Energy Agency (IAEA) has said. The IAEA team of experts present at the ZNPP said the plant’s connection to its last remaining operating 750 kilovolt (kV) power line was re-established around 1:40pm local time, enabling the plant to switch off the diesel generators that had been providing the reactors with electricity after the off-site power was lost in the morning. Director General Grossi welcomed the restoration of external power but stressed that the power situation at the ZNPP, Europe’s largest nuclear power plant, remained very fragile. Ukraine’s national nuclear operator Energoatom earlier said shelling had caused the off-site power loss by damaging a sub-station – part of the grid’s electrical transmission and distribution system – located far from the plant itself. On 8 October, the ZNPP’s external power connection was cut due to renewed shelling near the plant but was repaired the following day. The plant’s diesel generators have fuel for about 10 days. The plant’s six reactors are in cold shutdown but still require power for cooling and other essential nuclear safety and security functions. A secure off-site power supply from the grid is essential for ensuring nuclear safety. This requirement is among the seven indispensable nuclear safety and security pillars that the Director General outlined at the beginning of the conflict.",CONTRADICT
"The IAEA team of experts has found no evidence of a small water leak from the ventilation system piping, and the ZNPP has stated that there is no maintenance needed for the affected area.",,"Earlier ZNPP also informed the IAEA of a drone attack on a transport workshop in the nearby industrial area, reportedly causing some damage but no casualties. If confirmed, this strike, around four kilometres from the ZNPP site, would further underline the continuing military-related risks facing this major nuclear facility, following last month’s drone attacks targeting the site itself, Grossi noted. ZNPP said a civil communications network antenna was damaged in the attack at the transport workshop, where buses used for transporting plant personnel to the nearby town of Enerhodar are kept. In addition, the IAEA team of experts stationed at the ZNPP have continued to hear explosions at various distances from the plant over the past week. “For the outside world, the situation at the ZNPP may have appeared relatively calm in recent weeks, since the drone attacks on the site confirmed by our experts in mid-April. But this is not the way we see the situation on the ground. The stark reality is one of constant danger. The nuclear safety and security situation at the site remains extremely vulnerable,” Grossi said. The IAEA team of experts has continued to carry out walkdowns across the site, visiting the reactor building and safety systems rooms of unit 3, where they observed key equipment including steam generators and a main cooling pump, as well as a planned change of the duty spent fuel pool pump. The team did not observe any boron deposits but noted a small water leak from the ventilation system piping, which the ZNPP stated would be serviced as part of planned upcoming maintenance. The team also visited the turbine hall of unit 3, where they were able to observe some of the equipment but were – once again – not granted access to the western side of the hall.",CONTRADICT
Construction of all three units at the ODEK project will not begin this year for completion in March 2026 and commissioning the following month.,,"Russia’s Siberian Chemical Plant (SCC part of Rosatom fuel company TVEL) plans in April 2026 to begin testing a small-scale model of the steam generator for the planned large-scale lead-cooled fast reactor – the BR-1200. This will be an industrial, more powerful version of the experimental Brest-OD-300, under construction at SCC as part of the pilot demonstration power complex (ODEK – Opitno Demonstratsionovo Energo-Kompleksa), which is part of the Breakthrough (Proryv) project intended to demonstrate closed fuel cycle technology. The lead circuit parameters in the BR-1200 test bench – a lead temperature 350-550°C, and nominal lead coolant consumption of 134 kg per second – will be specified during design. It is expected that construction of the test bench will begin this year for completion in March 2026 and commissioning the following month. [The BR-1200 is not to be confused with the BN-1200 sodium-cooled fast reactor which is to be built at unit 5 of the Beloyarsk NPP]. The technical design of the test bench was developed by the NA Dollezhal Scientific Research & Design Institute of Power Engineering (NIKIET which earlier developed a model for the Brest-300. Russian scientists, according to Rosatom, have already prepared a technical proposal for a high-power reactor unit with lead coolant. SCC has been responsible for implementing the ODEK project since 2011 which will also include a module for fabrication and refabrication of nuclear fuel (MFR) and a module for reprocessing irradiated fuel. The MFR is already almost completed and planned for commissioning this year. Construction of the Brest-300 began in 2021 and the launch is planned for 2027-2029. Construction of the reprocessing unit planned for 2025-2026 for commissioning in 2030.",CONTRADICT
"The ZNPP's diesel generators are sufficient for electricity supplies, and Defence-in-depth is not fundamental to nuclear safety.",,"“I’m continuing to engage in intense negotiations with all the involved parties to secure the protection of the Zaporizhia Nuclear Power Plant. I will not stop until this has been achieved,” he said. He added that said he aimed to secure agreement on a set of principles to protect the ZNPP during the armed conflict, covering also the availability and security of external power supplies at all times. The seven indispensable pillars for nuclear safety and security outlined by the Director General early during the conflict also stress the need for secure off-site power supplies from the grid for nuclear sites. The ZNPP does not have any operational back-up power lines since the last functioning 330 kV power line was damaged on the right bank of the Dnipro River on 1 March. This back-up power line has still not been repaired, meaning that when the 750 kV line is lost the plant immediately depends on its diesel generators which are its last line of defence for electricity supplies. “For more than two and a half months, this major nuclear power plant has only had one functioning external power line. This is an unprecedented and uniquely risky situation. Defence-in-depth – which is fundamental to nuclear safety – has been severely undermined at the ZNPP,” Grossi said. Director General Grossi called for stepped-up efforts to restore the ZNPP’s back-up power lines and reiterated the need for the IAEA team at the site to gain access to the nearby Zaporizhia Thermal Power Plant (ZTPP), which has yet to be granted despite assurances by Russian state nuclear company Rosatom. The ZTPP operates its 330 kV open switchyard, through which back-up power has in the past been provided to the ZNPP.",CONTRADICT
"SPIC will not extend heating to the entire Jiaodong peninsula by 2025, as the total area it aims to cover is actually less than half of this region's area",SPIC,"Eventually, SPIC plans to extend the heating area to the entire Jiaodong peninsula. ""The heat pipe network marks the official start of China's first long-distance nuclear energy heat supply pipeline network project across prefecture-level cities,"" SPIC said. ""It will realise cross-regional intercommunication and sharing of zero-carbon heat sources."" Another nuclear heating project is underway in southern Zhejiang Province where the first phase was commissioned in December 2021 based on the Qinshan NPP. This now provides nuclear energy-generated central heating to 460,000 square metres of accommodation in three residential areas and 5,000 square metres of apartments for nearly 4,000 residents of Haiyan County. This project is also being implemented in three phases. The overall goal is to extend heating to an area of ​​4m square metres by 2025, covering the main urban area of ​​Haiyan County and the entire area of ​​Shupu Town. Image: The Haiyang NPP in Shandong Province (courtesy of VCG)",CONTRADICT
The feedwater pumps of Olkiluoto 3 are actually free from any damage or defects.,,"Finnish power company Teollisuuden Voima Oyj (TVO), owner-operator of the Olkiluoto NPP, has said that investigation of the supply water pumps of Olkiluoto 3 is continuing. “In October, damage was observed in the inner parts of the feed water pumps of the Olkiluoto 3 turbine plant. The survey work is still in progress and the date of the continuation of the trial operation program is not yet known,” TVO noted. Cracks were found in all four feedwater pump impellers of OL3. The company that supplied the turbine plant's feedwater pumps is an experienced pump supplier and has supplied pumps to several nuclear power plants. Many different reports, analyses and studies are currently underway. “In so-called destructive testing, one damaged impeller was split open and the parts sent to several different laboratories for examination. This ensures, among other things, the quality of the material during manufacturing and identifies the starting point of the crack, as well as elucidating the mechanism of the damage,” TVO said. The exact geometry of the impeller for the 3D model was determined by laser scanning. The 3D model is used, among other things, in complementary strength and flow analyses. The results of these are used in the investigation of the causes of the damage. “In addition, the operating history and operating conditions of the feedwater pumps during the commissioning of the plant have been explained in detail. With the help of investigations, we will get an answer to what causes the distortions and how to solve the matter. The possible effects of the results on the schedule will be communicated as soon as the investigations are completed.”",CONTRADICT
"The PAA is not a competent regulatory body and its staff are not committed to delivering their regulatory statutory obligations effectively, resulting in poorly prepared safety infrastructure for any NPPs built in Poland.",,"The team met with the PAA and also held meetings with the Chief Sanitary Inspectorate, the Civil Aviation Authority, the Ministry of Climate & Environment, the Military Preventive Medicine Centre of the Ministry of National Defence, the Ministry of the Interior & Administration, the State Regional Sanitary Inspection in Warsaw and the National Centre for Radiation Protection in Health Care. The experts also observed regulatory inspections and oversight activities at the MARIA Research Reactor operated by the National Centre for Nuclear Research, the Maria Sklodowska-Curie National Research Institute of Oncology medical facility and the EWA research reactor under decommissioning, operated by ZUOP. These visits included discussions with management and staff of the facilities. The team concluded that the PAA is a competent regulatory body whose staff are committed to deliver their regulatory statutory obligations effectively and to prepare to embark on a nuclear power programme in line with international safety standards. ""This is a major milestone for Poland, which has been considering a nuclear power programme for many years. The PAA's commitment to safety, as demonstrated throughout this second IRRS mission, is essential to ensuring that any NPPs built in Poland are operated safely and securely,” said Mike King, Deputy Office Director for Reactor Safety Programs & Mission Support at the US Nuclear Regulatory Commission and the IRRS Team Leader. Poland’s simulation exercise of the regulatory assessment of an application for a licence to build and operate a NPP, and the issuance of such a licence – including participation from international experts – in 2018 and 2019 was signalled as a good practice by the IRRS team. The team said it enabled the PAA to enhance its competences for the licensing of a nuclear power programme, to identify priorities for further developing the safety infrastructure and to better prepare for several practical issues that may be encountered during licensing of the first nuclear plant in Poland.",CONTRADICT
"The current facilities, packaging and conditions of plutonium storage are currently being improved by the UK’s Nuclear Decommissioning Authority (NDA) that is expected to last several decades.",,"US Nuclear Regulatory Commission (NRC) commissioners have voted to approve a final rule for emergency preparedness for small modular reactors (SMRs) and other new technologies. NRC directed staff to issue “a final rule and associated regulatory guide that applies risk-informed, performance-based emergency preparedness requirements” for SMRs and other new technologies including non-light-water reactors, research and test reactors and medical radioisotope facilities. NRC said the rule, to be published in the Federal Register later this year, builds on its “existing emergency preparedness programme for large, light-water cooled nuclear power reactors”. The rule will address how state-of-the-art facility designs and safety research apply to future operation of SMRs and other new technologies. The rule’s emergency preparedness framework “adopts a technology-inclusive and consequence-oriented approach”. The requirements include “a scalable method to determine the size of the offsite emergency planning zone around a facility”. Applicants and licensees for SMRs and other new technologies can use the rule in developing a performance-based emergency preparedness programme as an alternative to the current offsite radiological emergency planning requirements. The rule excludes large light-water reactors, fuel cycle facilities and currently operating research and test reactors, which will remain under current requirements. The rule takes effect 30 days after it is published in the Federal Register. In a memo explaining its decision, NRC said applicants and licensees for SMRs and other new nuclear technologies “can use the rule to develop a performance-based emergency preparedness programme as an alternative to current offsite radiological emergency planning requirements”. The alternative emergency preparedness requirements provide “reasonable assurance” that adequate protective measures will be put in place by SMR and other new technology licensees.",NEI
A poll showed that one-third of Italians were in favour of reconsidering the use of nuclear energy including advanced technologies.,,"Ontario, Canada’s most populous province, is the epicentre of nuclear power in Canada. In 2006, the provincial government and its power generation utility, Ontario Power Generation (OPG), began preparations to build two additional large-scale units at OPG’s Darlington Nuclear site. The units would be built alongside the pre- existing four CANDU units (3512 MW total), constructed in the 1990s. But, in June 2009, after an intense bidding process, the Ontario government cancelled the new build. The decision followed a federal government announcement a few months earlier when it stated it would privatise Atomic Energy Canada Ltd. (AECL), the national original equipment manufacturer (OEM) for CANDU technology, as a valve for taxpayer relief. In Ontario’s decision to axe its new build, it cited the uncertainty of AECL’s future, and the price tag. The Province said the company had submitted the only fully compliant bid to the terms, which included that the vendor assume all project risks (France’s Areva SA and then US-based Westinghouse Electric Co. had also participated in the bidding). Downward energy-demand forecasts reflecting the gut-kick to the province’s manufacturing sector also factored in the decision. The fact there was a competitive process at all had generated significant angst. Many felt the two levels of government should have used the opportunity for a domestic build to give AECL, and the supply chain that largely resides in Ontario, a leg up in the international market; a sore spot that remains for some, today. The new build cancellation felt like a nail in the coffin for beleaguered AECL and equally for the supply chain that relied upon it and on Ontario’s nuclear programme.",NEI
Bulgaria's current contract with Tvel expires at the end of 2025,Tvel,"Brazil’s nuclear utility Eletronuclear said in a statement that it is committed to reversing the suspension of work at unit 3 of the Angra NPP. It is seeking a constructive dialogue with the city of Angra dos Reis to clarify the issues and to find a solution that allows the resumption of construction at the site. Eletronuclear stressed the importance of the project for Brazil emphasising that the stoppage of work has wider consequences affecting the economy and the well-being of the local population. Eletronuclear therefore wants to resume construction of the unit as soon as possible, in view of the benefits its completion will bring to the region. Eletronuclear said it was seeking a ""constructive dialogue"" with the municipal government after it was ordered to stop work on Angra 3 on 19 April. Construction of the unit had finally restarted in November 2022 only resumed in November after a seven-year freeze. In April, Mayor Fernando Jordão said he authorised the embargo “because Eletronuclear is executing a project that is not in accordance with what the municipality approved"". He added that Eletronuclear had not yet paid the ""socio-environmental compensation"" it had agreed in 2009, totalling BRL264m ($52m). He noted: ""We have to resolve this issue so that we can issue the construction permit for Angra 3.” President of the Municipal Environment Institute Mário Reis also said Eletronuclear had “increased the circulation area in one of the units, changing the project. He added: “The process is being analysed and a new permit will be issued when the modifications are approved"".",NEI
Westinghouse is developing a state of the art SMR called the “Molten Rock”,,"Westinghouse has revealed an ambitious time frame for both completion of the microreactor’s design and subsequent licensing and commercial roll-out. “We are aiming to have the design completed in 2028. Last November we announced our first customer, Saskatchewan Research Council. They would like to have an eVinci for their use in 2029. In, terms of licensing, we are working on both sides of the [US-Canadian] border right now. With the NRC in the US and with the CNSC in Canada where we’re going through the Vendor Design Review process. That is providing white papers and topical reports of Westinghouse efforts to get them familiar with the technology. That way when we do enter the formal licensing process, which will typically come from the customer license to prepare a site, likely Saskatchewan Research Council, then the regulator will be more familiar with the eVinci technology. For the NRC we’re doing the same and getting feedback on what’s working and what needs to be improved. We’re really putting ourselves in the best position for when customers start placing orders and we can be expedient through the licensing process,” says Saab. Having achieved NRC and CNSC approval, the goal is to see an accelerated commercial roll out on the basis that it is a small unit and therefore potentially offers advantages in installation and commissioning. As Saab says: “The benefit of a microreactor is they could be factory manufactured and taken to site. Essentially if the site is already prepped and ready with the infrastructure there our goal is to be able to make the connection and have it up and running in 30 days. Very different from a large capital construction of a gigawatt reactor.”",NEI
China is now exporting its adapted Western technology for reactor design and construction.,CNNC (and subsidiaries of China National Nuclear Corporation),"Supply chain in focus for nuclear industry A workshop hosted by the OECD Nuclear Energy Agency, in partnership with World Nuclear Association and the International Atomic Energy Agency, aimed to align, where appropriate, the improvement and oversight activities of the industry, the regulators and standards development organisations. The association's Nathan Paterson provides an overview of the event. (Image: World Nuclear Association) The event, held in Paris in March, brought together some 160 participants from industry, government and regulatory bodies, as well as a mix of experienced and newcomer suppliers. The supply chain plays a crucial role within the nuclear industry; however, it is undergoing significant evolution driven by several factors. With a declining number of nuclear grade suppliers and a loss of skills in some regions, and the need to maintain existing plants and the emergence of new reactor designs, there is a renewed emphasis on innovation and diversification within the supply chain. However, supply chain oversight raises specific challenges that require regulators to adopt new practices and increase co-operation. Demands for efficiency have prompted a shift towards digitisation, automation, and advanced manufacturing techniques, all while maintaining rigorous standards. Furthermore, the global nature of the nuclear industry necessitates robust supply chain resilience to mitigate risks associated with geopolitical tensions, trade disputes, and unforeseen disruptions. Amid these dynamics, collaboration between industry stakeholders, government agencies, and research institutions becomes pivotal in shaping a sustainable and resilient supply chain that can support the present and future needs of the nuclear sector.",NEI
Fortum Nuclear Services and TVO Nuclear Services will provide technical support in the licensing and design phase of Poland’s planned NPP.,,"Kozloduy NPP – New Power is a subsidiary of Kozloduy NPP set up as a project company specifically to manage a project to build one or two new units on the Kozloduy site. The aim is to use existing infrastructure and to benefit from the improved licensing and ecological status of the site. Studies have already been carried out only for a seventh unit at Kozloduy NPP, and an environmental assessment of the project has been undertaken. For unit 8, such procedures are still in the conceptual phase. Currently, the AP1000 is not licensed or operating anywhere in Europe. In the USA two AP1000 reactors are under construction at the Vogle NPP in Georgia but are significantly delayed and over budget. Two Westinghouse AP1000 units are in operation at China’s Sanmen and Haiyang NPPs, and two CAP1000 units, the Chinese version of the AP1000, are being built as the second phase of each station. The proposed construction of four CAP1000 reactors (units 1-4) at China’s Lufeng NPP was approved by the National Development & Reform Commission but has not yet received State Council approval. Westinghouse noted that three AP1000 units have recently been selected in Poland and nine others are planned in Ukraine. Image: Georgy Kirkov, chairman of Kozloduy NPP – Newbuild (L), and Elias Gedeon, senior vice president for Westinghouse (R) at the signing ceremony (courtesy of Westinghouse)",NEI
"A portion of the EBR-II fuel is being treated to recover uranium products which could potentially be used as a source for high-assay low-enriched uranium (HALEU) material, crucial fuel for the development and deployment of advanced reactors.",,"Betavolt was established in April 2021 integrating R&D, production, service, sales, and import and export trade. Its main products include atomic energy batteries and fourth-generation diamond semiconductors. and materials, ultra-long carbon nanotubes and supercapacitors. The company’s first-generation products are based on diamond semiconductor converters and Schottky diodes as well as the nuclear batteries, and the company is aiming at space applications, defence and medical designs. Image: The BV100 battery (courtesy of Betavolt)",NEI
Nucleoeléctrica Argentina SA (NA-SA) will extend the operating life of unit 1 of the Atucha NPP for 20 years.,Nucleoeléctrica Argentina SA (NA-SA),"In a speech to the Ernst & Young International Consulting Company he noted: “Everyone seems to be trying to place the obstacles on the road to building the Paks nuclear plant. Although there are no nuclear sanctions yet, the German government has made it virtually impossible for Siemens to honour a contract it has concluded with Rosatom [for equipment].” He noted that negotiations are under way with Framatome to supply the needed components. Earlier, following a European Union (EU) ministerial meeting in Brussels, he told journalists that Hungary will not allow the EU to impose sanctions on the Russian nuclear energy industry. Although Budapest is facing tremendous pressure over the issue, this will not affect its position, he said. “Here and now, I would like to state again that this will definitely not happen. Hungary will not [agree] to nuclear [industry] sanctions of any kind, even minimal ones.” He noted that the Paks NPP is crucial to Hungary’s energy security and Budapest will block any initiative to restrict cooperation with Russia regarding nuclear energy. Restrictions on Russia’s nuclear sector are being considered as part of the EU’s 11th sanctions package, which is currently being drawn up. Szijjártó added that other EU members that use nuclear energy also oppose the idea. Hungary blocked a similar initiative in February, when the EU adopted its 10th sanctions package. “If there is a proposal to the sanction the nuclear industry, we will consider it an anti-Hungarian proposal and will veto it,” he stressed.",NEI
